track_popularity,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,album_songs,popular,genre_pop,genre_rap,genre_dance pop,genre_hip hop,genre_pop rap,genre_rock,genre_r&b,genre_trap,genre_urban contemporary,genre_southern hip hop,genre_modern rock,genre_electro,genre_edm,genre_canadian pop,genre_house
81,82,0.687,0.793,2.0,62.0,1.0,0.166,0.0603,0.0,0.582,0.751,107.045,205733.0,1,True,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
81,79,0.634,0.526,5.0,89.0,0.0,0.0333,0.339,0.0,0.257,0.623,90.087,235800.0,2,True,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80,78,0.494,0.842,7.0,67.0,1.0,0.0843,0.00579,0.0,0.122,0.574,162.011,229093.0,2,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
80,78,0.546,0.814,7.0,71.0,1.0,0.0314,0.023,0.0,0.0972,0.146,104.98,285653.0,2,True,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
79,81,0.489,0.692,1.0,82.0,1.0,0.41,0.0322,0.00608,0.315,0.527,96.946,237707.0,2,True,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
79,67,0.179,0.912,4.0,58.0,0.0,0.0791,0.0014,0.000294,0.582,0.289,182.99,231533.0,1,True,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
79,76,0.366,0.94,1.0,70.0,0.0,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,255627.0,1,True,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
78,80,0.888,0.632,1.0,58.0,1.0,0.219,0.19,0.0,0.101,0.662,91.979,266067.0,3,False,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
78,70,0.862,0.648,4.0,86.0,0.0,0.251,0.0455,0.0,0.0332,0.637,98.012,235533.0,2,False,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0
78,85,0.74,0.783,0.0,72.0,1.0,0.0427,0.0297,0.000308,0.123,0.812,100.011,212893.0,1,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
77,79,0.649,0.647,9.0,88.0,0.0,0.0452,0.0039,0.161,0.0686,0.405,125.02,337733.0,2,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
77,62,0.459,0.427,7.0,88.0,1.0,0.0267,0.114,0.0,0.168,0.354,139.902,195493.0,1,False,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
77,84,0.535,0.948,6.0,62.0,0.0,0.0356,0.00225,0.0,0.376,0.778,103.183,173680.0,2,False,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
77,59,0.587,0.767,0.0,75.0,1.0,0.0449,0.225,0.0,0.112,0.664,100.38,201707.0,2,False,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
76,77,0.76,0.891,11.0,76.0,0.0,0.0372,0.0229,0.0869,0.298,0.966,120.264,245000.0,2,False,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
76,69,0.944,0.511,5.0,103.0,0.0,0.161,0.042,0.00107,0.0379,0.842,113.046,203787.0,3,False,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
76,81,0.925,0.659,3.0,67.0,1.0,0.231,0.206,7.88e-05,0.279,0.71,97.018,214227.0,2,False,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
76,84,0.846,0.482,1.0,82.0,0.0,0.129,0.0246,0.0,0.393,0.212,100.969,229867.0,3,False,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
75,72,0.662,0.741,0.0,73.0,1.0,0.0334,0.00165,0.0303,0.114,0.404,131.0,188960.0,5,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
74,53,0.891,0.439,7.0,90.0,0.0,0.428,0.0351,0.0,0.0932,0.622,77.499,224253.0,2,False,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
74,86,0.514,0.898,11.0,83.0,0.0,0.0577,0.00488,0.0345,0.0746,0.353,123.067,287907.0,2,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,58,0.688,0.835,8.0,61.0,1.0,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858,230493.0,2,False,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
73,74,0.868,0.347,5.0,97.0,1.0,0.0536,0.308,2e-05,0.11,0.659,110.059,207680.0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,71,0.693,0.823,5.0,57.0,1.0,0.0726,0.0932,0.0,0.328,0.741,87.904,196093.0,1,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
73,67,0.68,0.87,5.0,64.0,1.0,0.0393,0.266,0.0,0.109,0.646,119.075,227840.0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,56,0.66,0.666,9.0,63.0,1.0,0.0472,0.0759,0.0,0.0268,0.933,89.975,214227.0,1,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73,71,0.926,0.916,10.0,34.0,0.0,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,199853.0,4,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72,75,0.728,0.327,0.0,106.0,0.0,0.0999,0.0948,0.0,0.103,0.195,100.0,231040.0,2,False,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
72,75,0.515,0.876,8.0,57.0,1.0,0.0292,0.000932,0.000166,0.136,0.385,145.916,258920.0,3,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72,56,0.86,0.907,2.0,52.0,1.0,0.0407,0.279,0.693,0.0648,0.786,138.045,168880.0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,61,0.506,0.93,4.0,54.0,1.0,0.0675,0.129,0.00682,0.0931,0.305,146.994,297427.0,1,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
71,72,0.583,0.584,5.0,72.0,0.0,0.0314,0.254,0.0,0.123,0.136,140.039,219493.0,5,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70,88,0.52,0.768,8.0,54.0,0.0,0.359,0.0193,0.00034,0.104,0.398,79.178,296880.0,3,False,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
70,78,0.794,0.614,5.0,72.0,0.0,0.0467,0.0964,0.0,0.0788,0.663,80.569,238053.0,1,False,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
70,58,0.714,0.6,6.0,92.0,1.0,0.0876,0.0465,0.0,0.0646,0.504,82.017,205840.0,2,False,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
70,61,0.675,0.501,10.0,79.0,1.0,0.22,0.0541,0.0,0.429,0.532,139.861,260600.0,1,False,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
69,78,0.801,0.682,1.0,77.0,0.0,0.225,0.111,1.56e-05,0.109,0.586,123.95,326960.0,3,False,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
69,69,0.904,0.813,4.0,85.0,0.0,0.121,0.0311,0.00697,0.0471,0.81,125.461,226864.0,1,False,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
69,69,0.8,0.496,7.0,85.0,1.0,0.0506,0.000298,0.0,0.0697,0.357,128.29,256347.0,3,False,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
68,57,0.568,0.732,11.0,68.0,0.0,0.103,0.179,4.92e-06,0.401,0.626,186.048,258667.0,1,False,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0
68,71,0.856,0.754,7.0,43.0,0.0,0.0416,0.0294,1.49e-05,0.206,0.722,98.018,236213.0,4,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
68,67,0.682,0.483,10.0,88.0,1.0,0.0451,0.00103,0.0,0.159,0.108,84.012,280013.0,1,False,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
67,62,0.517,0.206,5.0,108.0,1.0,0.0421,0.924,0.0,0.118,0.489,80.401,189187.0,1,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
67,54,0.7,0.538,1.0,77.0,1.0,0.045,0.000204,0.0,0.105,0.189,136.518,237733.0,2,False,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0
67,64,0.469,0.955,10.0,62.0,1.0,0.0432,0.000343,1.35e-06,0.548,0.462,143.853,193653.0,4,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
67,73,0.437,0.589,4.0,68.0,1.0,0.0331,0.231,0.0,0.0768,0.165,133.631,239587.0,1,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
67,80,0.934,0.706,7.0,72.0,1.0,0.178,0.0305,0.000121,0.136,0.614,112.962,236480.0,3,False,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
67,73,0.469,0.132,10.0,114.0,1.0,0.0798,0.928,0.0,0.0873,0.36,66.989,281467.0,1,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66,51,0.636,0.625,11.0,89.0,1.0,0.0277,0.222,5.35e-05,0.119,0.342,93.931,249120.0,1,False,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
66,77,0.817,0.806,6.0,66.0,1.0,0.0623,0.027,9e-06,0.119,0.805,110.086,224640.0,4,False,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
66,60,0.745,0.714,7.0,56.0,1.0,0.0751,0.0141,0.0222,0.363,0.365,104.003,393813.0,1,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
65,72,0.446,0.701,9.0,62.0,0.0,0.0295,0.0298,8.89e-06,0.0931,0.394,159.958,237000.0,5,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65,58,0.815,0.662,6.0,91.0,1.0,0.199,0.0915,0.000409,0.0898,0.611,151.518,248493.0,2,False,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
65,79,0.95,0.803,1.0,62.0,1.0,0.151,0.145,0.0,0.0748,0.86,117.0,213066.0,2,False,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
65,52,0.529,0.651,5.0,84.0,0.0,0.282,0.281,0.0,0.339,0.592,127.03,337640.0,1,False,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
64,70,0.455,0.929,11.0,51.0,1.0,0.0494,0.0875,0.0,0.226,0.484,89.782,208199.0,1,False,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
64,67,0.655,0.54,9.0,81.0,1.0,0.0516,0.268,0.0,0.068,0.43,79.983,207507.0,5,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
64,73,0.644,0.517,7.0,100.0,1.0,0.0803,0.0065,1.37e-06,0.158,0.464,169.799,253933.0,2,False,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
63,67,0.23,0.357,10.0,81.0,1.0,0.0315,0.63,0.0,0.0886,0.174,114.229,241067.0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,71,0.608,0.37,7.0,96.0,1.0,0.0306,0.844,1.87e-05,0.112,0.349,127.631,225907.0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
63,72,0.548,0.889,9.0,67.0,1.0,0.0382,0.00165,0.00109,0.197,0.425,90.048,198973.0,5,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63,89,0.672,0.814,7.0,57.0,1.0,0.27,0.258,0.0,0.164,0.379,97.043,233400.0,3,False,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
63,43,0.598,0.4,6.0,100.0,1.0,0.0241,0.459,0.0,0.151,0.369,96.938,203546.0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,46,0.571,0.89,9.0,20.0,1.0,0.0395,0.00509,0.0,0.0769,0.751,110.958,234147.0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,69,0.605,0.584,11.0,84.0,0.0,0.197,0.286,0.0,0.235,0.464,125.802,245400.0,3,False,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
62,74,0.555,0.639,1.0,71.0,1.0,0.263,0.0594,0.0,0.118,0.184,171.609,270747.0,1,False,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0
61,54,0.838,0.594,4.0,75.0,0.0,0.113,0.176,0.0,0.0867,0.507,90.038,240040.0,2,False,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0
61,56,0.534,0.247,0.0,119.0,1.0,0.0322,0.516,0.00859,0.122,0.344,82.168,197160.0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,69,0.666,0.922,2.0,64.0,0.0,0.0429,0.0381,0.000191,0.0633,0.828,118.014,276604.0,1,False,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
61,69,0.567,0.747,6.0,77.0,0.0,0.105,0.31,0.0,0.04,0.556,89.036,224147.0,3,False,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
60,51,0.644,0.777,6.0,78.0,0.0,0.0284,0.0252,0.0,0.0554,0.966,126.257,152520.0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,60,0.551,0.896,9.0,49.0,0.0,0.109,0.033,0.0,0.0899,0.858,171.79,226640.0,1,False,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60,76,0.699,0.543,10.0,83.0,0.0,0.0383,0.0457,0.0,0.1,0.431,143.635,233867.0,1,False,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
60,62,0.636,0.558,7.0,84.0,1.0,0.0245,0.462,0.0,0.062,0.572,100.113,243987.0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,61,0.933,0.513,7.0,112.0,1.0,0.347,0.00112,0.00248,0.107,0.595,102.017,179160.0,1,False,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
60,54,0.542,0.559,1.0,72.0,1.0,0.0258,0.197,0.0,0.0989,0.295,129.898,186867.0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,73,0.741,0.759,0.0,70.0,0.0,0.12,0.0218,0.0,0.628,0.362,97.084,225533.0,1,False,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
59,71,0.709,0.721,2.0,54.0,1.0,0.0281,0.0322,0.000309,0.355,0.801,112.019,189333.0,4,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58,81,0.77,0.587,8.0,77.0,0.0,0.265,0.0268,0.0,0.0621,0.574,92.009,247973.0,1,False,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
58,59,0.901,0.392,9.0,64.0,0.0,0.105,0.0525,0.0,0.102,0.761,100.014,219187.0,1,False,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0
58,75,0.53,0.597,2.0,75.0,1.0,0.0247,0.00275,0.473,0.105,0.346,96.0,305080.0,2,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58,79,0.875,0.69,10.0,77.0,0.0,0.13,0.0362,3.81e-06,0.729,0.668,104.844,238493.0,1,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57,78,0.689,0.929,5.0,44.0,0.0,0.0608,0.00933,0.0,0.548,0.609,130.899,239773.0,3,False,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
57,88,0.646,0.796,2.0,78.0,1.0,0.366,0.409,0.0,0.107,0.676,83.093,265480.0,1,False,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
56,38,0.642,0.851,6.0,56.0,1.0,0.0431,0.0248,0.0146,0.084,0.777,127.988,200053.0,1,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
56,76,0.8,0.633,8.0,68.0,0.0,0.0514,0.0901,0.0,0.0315,0.836,95.953,203360.0,2,False,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
55,42,0.9,0.515,1.0,82.0,1.0,0.372,0.00341,0.0,0.111,0.659,84.995,283455.0,1,False,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
55,69,0.478,0.863,1.0,69.0,0.0,0.0387,0.0181,0.0,0.111,0.491,92.004,243053.0,1,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
86,85,0.778,0.824,10.0,77.0,0.0,0.0707,0.284,0.0,0.405,0.758,100.024,218093.0,1,True,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
83,79,0.951,0.6,0.0,66.0,0.0,0.0685,0.106,0.0,0.0712,0.822,125.04,218573.0,2,True,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
86,75,0.808,0.97,10.0,78.0,0.0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,242293.0,3,True,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
81,78,0.967,0.583,7.0,74.0,0.0,0.0789,0.0584,0.0,0.0519,0.964,117.0,242733.0,4,True,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73,85,0.447,0.694,7.0,66.0,0.0,0.382,0.0293,5.46e-06,0.167,0.509,175.868,227853.0,3,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83,66,0.56,0.595,9.0,65.0,1.0,0.0274,0.199,6.47e-05,0.132,0.144,104.011,267960.0,3,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
75,63,0.835,0.741,8.0,20.0,1.0,0.0339,0.0172,0.0577,0.0826,0.612,111.963,182066.0,1,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
82,66,0.688,0.519,5.0,63.0,1.0,0.0283,0.064,0.0,0.1,0.318,116.714,255333.0,1,True,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
82,67,0.64,0.743,10.0,61.0,1.0,0.0379,0.269,0.0,0.101,0.361,122.035,262533.0,3,True,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
82,62,0.739,0.511,9.0,89.0,1.0,0.0362,0.167,1.34e-06,0.133,0.542,96.038,215360.0,1,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,77,0.452,0.574,6.0,92.0,1.0,0.31,0.246,0.0,0.189,0.58,92.791,207187.0,2,True,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
83,75,0.796,0.777,6.0,68.0,1.0,0.0397,0.0261,0.000358,0.121,0.787,132.722,258893.0,3,True,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
80,64,0.706,0.8,5.0,80.0,1.0,0.0399,0.00584,0.0,0.0822,0.629,100.011,259333.0,1,True,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80,73,0.668,0.921,7.0,57.0,1.0,0.0439,0.0492,0.00517,0.0877,0.782,120.0,212440.0,1,True,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
80,80,0.556,0.913,0.0,37.0,1.0,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,282160.0,2,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80,75,0.467,0.988,11.0,52.0,1.0,0.112,0.000152,0.0484,0.28,0.321,130.433,220427.0,1,True,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
79,78,0.622,0.961,11.0,50.0,0.0,0.154,0.00523,0.0,0.0854,0.449,114.452,180267.0,2,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
79,62,0.803,0.454,8.0,68.0,0.0,0.0294,0.352,0.0,0.0655,0.739,99.99,192213.0,1,True,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0
76,79,0.688,0.734,9.0,65.0,1.0,0.0274,0.00462,0.0,0.0756,0.46,140.004,208493.0,3,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
77,67,0.582,0.952,5.0,58.0,1.0,0.0731,0.00324,0.0,0.223,0.655,103.027,276320.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,75,0.578,0.756,2.0,76.0,1.0,0.115,0.157,0.000232,0.249,0.663,176.739,201173.0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,88,0.963,0.643,1.0,76.0,0.0,0.117,0.0507,4.94e-05,0.157,0.534,107.005,274440.0,1,False,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
76,78,0.771,0.68,11.0,76.0,0.0,0.224,0.277,1.18e-05,0.682,0.808,119.952,276160.0,2,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
76,84,0.348,0.875,11.0,67.0,0.0,0.199,0.0341,0.0,0.117,0.407,169.152,202133.0,2,False,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
75,73,0.407,0.558,0.0,113.0,1.0,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,214947.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,75,0.518,0.797,6.0,71.0,1.0,0.0309,0.000681,0.0,0.107,0.293,132.918,238173.0,3,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
75,89,0.552,0.846,9.0,69.0,1.0,0.342,0.0114,0.0,0.309,0.554,98.56,236600.0,3,False,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
75,75,0.569,0.83,9.0,61.0,0.0,0.14,0.0807,0.0,0.114,0.609,170.094,186635.0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,84,0.536,0.612,4.0,76.0,1.0,0.272,0.119,0.0,0.209,0.57,86.768,229040.0,3,False,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
74,53,0.891,0.439,7.0,90.0,0.0,0.428,0.0351,0.0,0.0932,0.622,77.499,224253.0,2,False,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
74,64,0.633,0.976,8.0,72.0,1.0,0.0519,0.00281,1.29e-05,0.382,0.493,142.027,197124.0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,59,0.421,0.799,6.0,71.0,0.0,0.0562,0.00871,1.63e-05,0.0794,0.731,82.408,221720.0,1,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73,87,0.588,0.391,0.0,93.0,0.0,0.0334,0.839,0.0,0.227,0.349,144.069,226973.0,1,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
73,75,0.441,0.815,3.0,61.0,1.0,0.0276,0.000731,0.0,0.414,0.522,164.007,219320.0,3,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72,67,0.592,0.729,8.0,61.0,1.0,0.0448,0.022,0.0,0.0653,0.709,116.03,236267.0,3,False,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72,69,0.432,0.261,4.0,110.0,1.0,0.0512,0.953,0.00342,0.0903,0.273,89.567,258653.0,2,False,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72,77,0.693,0.516,8.0,80.0,1.0,0.0413,0.297,0.000127,0.0604,0.494,94.02,220853.0,2,False,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
72,67,0.537,0.674,5.0,71.0,0.0,0.0277,0.0088,0.0,0.265,0.33,136.002,214107.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,67,0.893,0.823,5.0,56.0,0.0,0.122,0.0714,0.0,0.0509,0.902,128.009,245467.0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,56,0.787,0.799,8.0,67.0,0.0,0.0993,0.189,0.0,0.3,0.835,143.052,303053.0,1,False,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
71,78,0.649,0.931,1.0,49.0,0.0,0.181,0.0093,0.0,0.751,0.744,153.645,213067.0,3,False,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
71,71,0.45,0.883,7.0,61.0,1.0,0.0524,0.00193,0.0,0.293,0.328,93.41,214707.0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,76,0.833,0.628,2.0,84.0,1.0,0.141,0.0949,1.6e-06,0.282,0.645,106.328,286187.0,1,False,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
70,71,0.835,0.757,8.0,70.0,0.0,0.23,0.00647,0.0,0.29,0.626,82.038,274387.0,1,False,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0
70,64,0.605,0.704,5.0,81.0,1.0,0.0476,0.241,0.0,0.137,0.4,80.925,220413.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,68,0.726,0.7,2.0,76.0,0.0,0.0998,0.0717,0.0,0.262,0.673,146.559,246333.0,2,False,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
69,75,0.739,0.368,8.0,101.0,1.0,0.0845,0.00542,0.0,0.171,0.467,144.992,239413.0,2,False,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
68,60,0.888,0.577,1.0,88.0,0.0,0.0612,0.0986,0.0,0.131,0.609,84.003,241840.0,1,False,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
71,67,0.723,0.872,1.0,55.0,1.0,0.0586,0.192,0.000154,0.0814,0.544,128.038,204798.0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68,84,0.678,0.572,11.0,84.0,0.0,0.0466,0.00374,6.59e-05,0.118,0.444,87.165,186827.0,3,False,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
67,85,0.644,0.746,7.0,69.0,1.0,0.341,0.0071,1.22e-05,0.0743,0.355,105.253,240280.0,3,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
67,64,0.469,0.955,10.0,62.0,1.0,0.0432,0.000343,1.35e-06,0.548,0.462,143.853,193653.0,4,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
67,68,0.344,0.874,0.0,49.0,1.0,0.0777,0.0841,0.0,0.129,0.269,185.888,260467.0,2,False,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
67,59,0.748,0.786,4.0,89.0,0.0,0.0641,0.328,0.0,0.34,0.917,104.833,172373.0,2,False,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
67,67,0.57,0.821,2.0,64.0,1.0,0.267,0.178,0.0,0.289,0.408,210.857,225560.0,5,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
67,67,0.77,0.609,1.0,77.0,1.0,0.345,0.214,0.0,0.166,0.631,90.952,241307.0,5,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66,63,0.826,0.67,2.0,74.0,1.0,0.169,0.00798,0.0,0.495,0.794,74.007,226293.0,1,False,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0
66,72,0.551,0.81,11.0,63.0,1.0,0.0344,0.0155,0.0,0.169,0.332,73.464,274333.0,1,False,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0
66,61,0.652,0.733,7.0,91.0,1.0,0.246,0.00672,0.00867,0.0392,0.744,127.533,182267.0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,75,0.862,0.742,7.0,67.0,1.0,0.222,0.00376,0.00855,0.103,0.511,127.91,228907.0,2,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65,73,0.643,0.871,1.0,43.0,0.0,0.118,0.491,0.0,0.29,0.452,121.569,185187.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,65,0.547,0.816,8.0,78.0,0.0,0.0624,0.0688,0.0,0.127,0.722,102.765,203507.0,2,False,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
64,88,0.608,0.745,10.0,74.0,0.0,0.365,0.0551,0.0,0.27,0.725,150.068,281120.0,1,False,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
64,65,0.632,0.639,5.0,77.0,1.0,0.0259,0.00143,0.0,0.221,0.733,95.506,196893.0,1,False,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
64,58,0.512,0.817,7.0,49.0,1.0,0.142,0.0505,0.0,0.0775,0.552,154.607,215173.0,1,False,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
64,56,0.786,0.511,7.0,82.0,1.0,0.286,0.0825,0.0,0.12,0.587,80.0,234133.0,1,False,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0
