track_popularity,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,album_songs,popular,genre_pop,genre_rap,genre_dance pop,genre_hip hop,genre_pop rap,genre_rock,genre_r&b,genre_trap,genre_urban contemporary,genre_southern hip hop,genre_modern rock,genre_electro,genre_edm,genre_canadian pop,genre_house
67,72,0.742,0.878,9.0,49.0,0.0,0.128,0.000758,8.88e-05,0.286,0.564,114.965,221720.0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,61,0.846,0.772,11.0,75.0,0.0,0.259,0.0123,0.000106,0.0769,0.622,125.998,204957.0,1,False,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
67,59,0.63,0.894,10.0,66.0,1.0,0.0544,0.255,0.0,0.181,0.364,142.051,218520.0,1,False,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
67,79,0.605,0.8,5.0,79.0,0.0,0.0545,0.155,0.0562,0.121,0.836,128.074,211880.0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66,65,0.707,0.861,7.0,62.0,1.0,0.316,0.1,0.0,0.191,0.795,130.021,199480.0,2,False,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
66,89,0.373,0.686,0.0,74.0,1.0,0.034,0.128,1.96e-06,0.383,0.189,93.763,289080.0,3,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,70,0.646,0.784,1.0,87.0,0.0,0.108,0.0166,0.0,0.0721,0.179,127.839,197132.0,1,False,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0
66,84,0.596,0.952,7.0,63.0,1.0,0.0873,0.00131,0.0,0.598,0.571,127.945,234360.0,8,False,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1
66,71,0.66,0.9,7.0,70.0,1.0,0.14,0.0403,0.0,0.219,0.591,85.51,213253.0,1,False,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
66,86,0.728,0.858,9.0,56.0,1.0,0.0609,0.0403,4.09e-06,0.0241,0.591,125.055,205640.0,1,False,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
65,84,0.594,0.841,1.0,76.0,1.0,0.102,0.000238,2.22e-06,0.156,0.643,129.925,227973.0,1,False,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
65,64,0.424,0.157,9.0,125.0,1.0,0.0428,0.95,0.0593,0.101,0.342,91.537,171653.0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,70,0.531,0.843,9.0,40.0,0.0,0.0429,0.0909,0.0,0.0283,0.392,136.991,240133.0,1,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65,87,0.717,0.55,10.0,77.0,0.0,0.0519,0.0358,0.00198,0.126,0.331,96.979,171333.0,3,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
65,67,0.472,0.844,10.0,81.0,1.0,0.054,0.00173,0.0,0.24,0.34,140.034,321280.0,1,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
81,78,0.574,0.512,5.0,82.0,0.0,0.0503,0.234,0.0,0.0946,0.512,76.899,484147.0,1,True,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58,61,0.861,0.504,7.0,88.0,1.0,0.0489,0.00412,1.78e-05,0.0783,0.881,120.0,263053.0,1,False,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0
82,74,0.674,0.428,7.0,97.0,1.0,0.122,0.121,0.0,0.132,0.337,84.878,190185.0,3,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,81,0.612,0.807,10.0,44.0,1.0,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400.0,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
91,73,0.445,0.537,4.0,93.0,0.0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,244360.0,1,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,86,0.726,0.698,5.0,61.0,1.0,0.0431,0.049,0.0,0.309,0.867,143.994,233478.0,4,True,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
88,79,0.532,0.783,2.0,75.0,1.0,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427.0,2,True,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,84,0.548,0.532,5.0,88.0,1.0,0.0323,0.186,0.000263,0.217,0.405,85.03,272394.0,2,True,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
85,64,0.655,0.819,0.0,68.0,1.0,0.0316,0.000176,0.00374,0.104,0.766,117.956,192790.0,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
75,86,0.448,0.784,9.0,56.0,1.0,0.0627,0.106,0.000108,0.668,0.236,136.245,186813.0,3,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
89,86,0.612,0.28,0.0,93.0,1.0,0.0434,0.932,0.0,0.088,0.387,72.795,213827.0,4,True,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
84,84,0.669,0.634,11.0,81.0,1.0,0.0327,0.0125,0.0,0.0946,0.496,124.906,255053.0,1,True,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
84,79,0.778,0.547,2.0,86.0,1.0,0.0489,0.346,0.000302,0.132,0.441,95.002,242733.0,5,True,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
83,77,0.602,0.923,5.0,57.0,1.0,0.044,0.0098,0.0,0.0561,0.765,136.01,216013.0,3,True,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
83,72,0.641,0.922,2.0,64.0,1.0,0.0786,0.0291,0.0,0.0862,0.847,146.078,258343.0,3,True,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
83,79,0.794,0.811,6.0,95.0,0.0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,248413.0,1,True,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
89,84,0.691,0.631,2.0,81.0,1.0,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,161124.0,2,True,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
83,69,0.421,0.407,10.0,87.0,1.0,0.0267,0.309,0.000961,0.11,0.161,139.028,285120.0,3,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,87,0.602,0.843,0.0,68.0,1.0,0.0593,0.000688,5.27e-05,0.0682,0.526,128.003,227987.0,3,True,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82,85,0.53,0.422,5.0,79.0,1.0,0.0342,0.407,0.0,0.107,0.349,119.964,221360.0,2,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,86,0.874,0.692,5.0,72.0,0.0,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,178560.0,4,True,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
82,67,0.188,0.411,0.0,98.0,1.0,0.0484,0.174,0.153,0.0843,0.159,187.376,305747.0,2,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
82,66,0.457,0.757,1.0,71.0,1.0,0.032,0.0206,0.0,0.146,0.417,102.961,266600.0,2,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
81,72,0.781,0.526,6.0,84.0,0.0,0.293,0.0633,0.0,0.0457,0.665,94.993,235613.0,3,True,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
81,100,0.622,0.469,3.0,83.0,0.0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,219720.0,5,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,77,0.664,0.447,6.0,86.0,0.0,0.289,0.112,0.0,0.091,0.659,83.138,234215.0,1,True,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
81,85,0.613,0.622,1.0,76.0,0.0,0.0334,0.00882,0.0,0.37,0.484,80.003,231240.0,2,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,79,0.674,0.628,2.0,84.0,1.0,0.03,0.00144,0.0,0.0944,0.552,103.998,247907.0,5,True,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80,77,0.504,0.785,8.0,68.0,1.0,0.104,0.0738,0.0,0.239,0.502,173.968,210840.0,1,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,88,0.781,0.853,1.0,56.0,0.0,0.0715,0.0525,0.0,0.12,0.624,110.049,250189.0,1,True,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
80,81,0.673,0.758,7.0,56.0,1.0,0.158,0.039,0.0,0.341,0.542,135.956,229507.0,3,True,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
80,71,0.772,0.685,5.0,83.0,1.0,0.0696,0.019,8.96e-05,0.131,0.501,130.033,283400.0,1,True,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80,74,0.69,0.578,6.0,87.0,1.0,0.0929,0.167,0.0,0.305,0.416,99.961,193059.0,3,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,82,0.432,0.725,7.0,68.0,1.0,0.0431,0.00273,0.0,0.208,0.353,128.902,228879.0,2,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,84,0.667,0.608,1.0,84.0,1.0,0.216,0.324,0.000198,0.426,0.475,99.992,241160.0,1,True,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
79,76,0.685,0.466,0.0,95.0,1.0,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,163133.0,2,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
78,81,0.853,0.693,1.0,83.0,1.0,0.275,0.0239,0.0,0.11,0.662,95.967,233787.0,1,False,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
78,73,0.679,0.715,9.0,80.0,1.0,0.0407,0.0755,0.0,0.271,0.571,127.435,214148.0,2,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
77,89,0.572,0.81,1.0,76.0,0.0,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,214912.0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,69,0.479,0.545,7.0,86.0,1.0,0.0688,0.365,0.0,0.0963,0.243,74.897,252733.0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,73,0.509,0.781,8.0,54.0,1.0,0.072,0.0398,0.0,0.0749,0.176,128.0,271427.0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
77,78,0.558,0.924,9.0,63.0,0.0,0.064,0.0271,3.32e-06,0.537,0.567,151.99,186827.0,1,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
77,89,0.766,0.809,1.0,78.0,1.0,0.279,0.0011,0.0,0.168,0.325,130.127,188013.0,1,False,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
76,86,0.505,0.71,3.0,47.0,1.0,0.0321,0.19,0.00025,0.329,0.428,89.938,175200.0,3,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
76,77,0.61,0.893,9.0,56.0,1.0,0.0921,0.154,4.41e-05,0.021,0.673,104.031,296520.0,3,False,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
76,60,0.826,0.436,1.0,98.0,1.0,0.0558,0.441,0.615,0.0964,0.272,119.051,259093.0,1,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
76,84,0.573,0.929,8.0,59.0,0.0,0.109,0.197,0.000112,0.0567,0.582,127.934,212560.0,8,False,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1
75,78,0.555,0.772,1.0,69.0,1.0,0.0523,0.315,0.0,0.105,0.346,86.921,231213.0,2,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,94,0.777,0.414,6.0,87.0,0.0,0.0946,0.00421,2.73e-05,0.0724,0.287,100.002,227880.0,2,False,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0
75,82,0.554,0.772,7.0,68.0,0.0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,223546.0,2,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,87,0.621,0.31,9.0,100.0,0.0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,240707.0,2,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
73,83,0.546,0.787,7.0,61.0,0.0,0.0517,0.0101,0.00021,0.0809,0.573,79.979,231987.0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,70,0.729,0.735,1.0,73.0,1.0,0.0919,0.0178,0.000193,0.089,0.544,121.986,255867.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
73,72,0.551,0.833,8.0,71.0,1.0,0.03,0.0391,2.77e-06,0.0632,0.145,129.885,204360.0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
73,59,0.606,0.826,0.0,78.0,1.0,0.0307,0.0256,1.56e-05,0.117,0.322,121.04,210173.0,3,False,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73,65,0.711,0.906,8.0,42.0,1.0,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,157153.0,2,False,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
74,84,0.695,0.869,8.0,70.0,1.0,0.0483,0.41,0.0,0.237,0.58,124.989,234507.0,8,False,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1
72,58,0.715,0.872,2.0,58.0,1.0,0.0509,0.00351,3.84e-05,0.107,0.748,93.043,200947.0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,100,0.661,0.729,7.0,81.0,1.0,0.0376,0.00215,0.0013,0.0477,0.668,103.987,232120.0,5,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,79,0.509,0.79,6.0,57.0,0.0,0.0374,0.332,6.67e-05,0.316,0.638,127.946,208316.0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72,73,0.563,0.902,1.0,66.0,0.0,0.402,0.0545,0.0,0.0524,0.559,171.999,227907.0,1,False,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0
72,70,0.478,0.758,1.0,73.0,1.0,0.0331,0.00974,0.00717,0.312,0.452,131.109,276720.0,1,False,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
71,78,0.629,0.824,9.0,81.0,1.0,0.159,0.155,0.000628,0.0651,0.852,128.01,247960.0,1,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
71,79,0.457,0.823,9.0,67.0,1.0,0.311,0.00144,0.0,0.108,0.578,192.205,230733.0,5,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70,79,0.832,0.659,10.0,89.0,0.0,0.057,0.0839,0.00114,0.0753,0.674,100.163,353893.0,1,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
70,94,0.793,0.524,8.0,89.0,1.0,0.156,0.0319,0.0,0.156,0.579,86.325,174133.0,2,False,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0
70,73,0.482,0.873,0.0,49.0,1.0,0.0853,0.0111,0.0,0.409,0.737,165.084,214320.0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70,87,0.645,0.878,5.0,50.0,0.0,0.113,0.294,0.0,0.076,0.862,82.324,227027.0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,71,0.532,0.795,1.0,59.0,1.0,0.0358,0.0559,0.0,0.295,0.78,143.837,199267.0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69,84,0.725,0.874,0.0,56.0,0.0,0.0396,0.00262,0.000412,0.0958,0.748,127.985,247933.0,8,False,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1
69,60,0.485,0.724,9.0,66.0,0.0,0.0521,0.0736,0.0,0.0631,0.433,128.045,221273.0,1,False,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
68,67,0.488,0.487,4.0,80.0,1.0,0.0305,0.577,0.0,0.193,0.219,77.278,230267.0,2,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
68,81,0.722,0.958,4.0,55.0,1.0,0.0912,0.00726,0.0,0.375,0.952,127.008,206120.0,3,False,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
68,71,0.797,0.608,6.0,78.0,0.0,0.0584,0.00112,7.66e-05,0.0748,0.402,127.999,279507.0,1,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
68,67,0.495,0.894,2.0,68.0,0.0,0.0441,0.00453,0.000596,0.103,0.213,126.03,239894.0,1,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
68,69,0.577,0.576,2.0,79.0,1.0,0.0563,0.0143,0.0,0.602,0.12,133.973,234040.0,1,False,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
68,77,0.76,0.652,6.0,86.0,1.0,0.232,0.0348,0.0,0.307,0.759,100.315,177685.0,5,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
67,76,0.693,0.822,4.0,73.0,0.0,0.0439,0.00616,1.79e-06,0.315,0.763,126.035,223800.0,3,False,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
67,82,0.489,0.867,4.0,49.0,0.0,0.071,0.025,0.0,0.586,0.409,162.131,157293.0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,100,0.624,0.458,6.0,82.0,1.0,0.0287,0.36,3.89e-06,0.311,0.436,80.016,245413.0,5,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,88,0.739,0.872,11.0,60.0,0.0,0.333,0.0217,0.0,0.26,0.684,95.084,238746.0,1,False,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
66,47,0.703,0.867,6.0,63.0,1.0,0.0453,0.107,0.0,0.119,0.546,128.008,213708.0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,74,0.595,0.914,1.0,72.0,1.0,0.0363,0.00137,0.445,0.0714,0.0381,128.019,176118.0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
65,82,0.676,0.534,2.0,83.0,0.0,0.0831,0.0594,8.59e-06,0.256,0.156,145.082,338413.0,1,False,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
65,75,0.591,0.94,11.0,63.0,1.0,0.0522,0.00391,0.0,0.383,0.676,100.043,224640.0,1,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
64,72,0.688,0.473,8.0,95.0,1.0,0.167,0.716,4.46e-05,0.104,0.299,84.958,318525.0,3,False,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
64,83,0.657,0.679,2.0,74.0,1.0,0.0269,0.00246,0.0,0.211,0.331,120.007,225307.0,2,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,67,0.807,0.702,6.0,81.0,0.0,0.0748,0.307,0.0,0.111,0.447,114.038,238827.0,1,False,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0
64,73,0.67,0.829,5.0,85.0,0.0,0.0427,0.0192,0.000225,0.089,0.349,125.01,214206.0,2,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
63,84,0.654,0.731,10.0,67.0,0.0,0.0568,0.0419,0.0,0.122,0.59,104.002,213200.0,2,False,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
63,86,0.691,0.921,8.0,23.0,0.0,0.0535,0.174,0.0,0.331,0.802,130.072,201000.0,4,False,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
62,84,0.665,0.886,9.0,62.0,0.0,0.0514,0.0469,6.24e-05,0.0525,0.53,128.062,240347.0,8,False,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1
62,69,0.439,0.489,8.0,79.0,1.0,0.0368,0.132,0.000643,0.114,0.253,143.808,250707.0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,63,0.67,0.848,0.0,70.0,0.0,0.0538,0.00172,0.00168,0.385,0.457,124.031,174122.0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
61,77,0.561,0.836,9.0,59.0,1.0,0.1,0.0525,0.0,0.136,0.517,127.923,226987.0,5,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61,73,0.457,0.948,10.0,52.0,1.0,0.0354,0.0191,0.0,0.0536,0.878,148.0,208960.0,1,False,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
61,63,0.512,0.828,11.0,66.0,0.0,0.0454,0.00627,8.73e-06,0.119,0.34,124.021,206373.0,2,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,58,0.754,0.677,6.0,64.0,0.0,0.0316,0.112,0.0,0.111,0.254,124.988,220779.0,1,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60,82,0.69,0.636,9.0,78.0,0.0,0.0457,0.0203,0.0,0.147,0.8,96.0,204285.0,2,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,61,0.45,0.677,1.0,80.0,1.0,0.0313,0.0319,3.02e-06,0.126,0.324,174.027,191294.0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,82,0.672,0.52,8.0,88.0,1.0,0.0353,0.859,0.0,0.115,0.37,120.001,226600.0,2,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,81,0.664,0.705,1.0,69.0,0.0,0.0382,0.0654,0.0,0.118,0.477,122.016,257267.0,2,True,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
87,86,0.545,0.675,6.0,81.0,1.0,0.0279,0.00617,0.00197,0.209,0.162,124.97,267867.0,2,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,87,0.614,0.379,4.0,102.0,1.0,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987.0,5,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,73,0.422,0.264,8.0,84.0,1.0,0.0322,0.922,0.0,0.132,0.331,119.93,269560.0,1,True,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
86,83,0.677,0.485,5.0,76.0,1.0,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,239317.0,4,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,83,0.742,0.713,1.0,74.0,0.0,0.0303,0.0205,0.0,0.059,0.879,120.032,189960.0,3,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,84,0.596,0.856,4.0,55.0,0.0,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533.0,4,True,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1
84,81,0.581,0.963,11.0,61.0,1.0,0.0981,0.0295,0.0,0.139,0.788,129.992,204160.0,3,True,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
84,82,0.6,0.663,3.0,76.0,1.0,0.0477,0.225,0.0,0.119,0.286,121.07,245493.0,1,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,65,0.773,0.758,1.0,69.0,1.0,0.0381,0.0422,0.0,0.305,0.925,144.033,224840.0,1,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,65,0.566,0.885,8.0,65.0,1.0,0.0818,0.0958,9.97e-05,0.334,0.304,90.99,232893.0,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,87,0.781,0.445,2.0,78.0,1.0,0.0295,0.474,0.0,0.184,0.591,78.998,281560.0,5,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,83,0.418,0.42,0.0,80.0,1.0,0.0414,0.588,6.39e-05,0.11,0.184,84.094,172724.0,4,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,64,0.72,0.791,1.0,67.0,1.0,0.124,0.0384,0.0,0.157,0.756,102.071,175427.0,1,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,83,0.748,0.788,1.0,84.0,1.0,0.0334,0.0591,0.0,0.0863,0.884,120.076,235493.0,3,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,77,0.647,0.822,5.0,66.0,0.0,0.183,0.219,0.0,0.0908,0.962,160.019,232720.0,1,True,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
82,72,0.717,0.455,5.0,91.0,1.0,0.0276,0.0846,0.0,0.11,0.389,127.812,200733.0,2,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,64,0.673,0.902,2.0,37.0,1.0,0.0346,0.0591,0.000262,0.0558,0.538,100.012,194240.0,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
82,82,0.536,0.768,10.0,77.0,0.0,0.0347,0.00433,0.0,0.114,0.545,77.217,228133.0,2,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,69,0.706,0.786,0.0,53.0,0.0,0.091,0.26,0.0,0.38,0.751,150.028,199387.0,1,True,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
81,87,0.472,0.714,1.0,64.0,0.0,0.0334,0.00937,0.0,0.0764,0.24,98.992,236133.0,5,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,82,0.647,0.585,6.0,78.0,1.0,0.0512,0.00314,0.0,0.165,0.353,131.934,215672.0,2,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,79,0.545,0.78,7.0,68.0,0.0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,255093.0,2,True,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,62,0.829,0.51,5.0,97.0,0.0,0.0369,0.00821,0.00143,0.0829,0.45,119.994,208133.0,1,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,83,0.279,0.742,4.0,81.0,0.0,0.0898,0.000185,0.0,0.593,0.328,189.868,231013.0,3,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,74,0.69,0.578,6.0,87.0,1.0,0.0929,0.167,0.0,0.305,0.416,99.961,193059.0,3,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,84,0.414,0.857,0.0,61.0,0.0,0.0808,0.0287,0.00574,0.343,0.348,128.024,212960.0,4,True,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1
79,58,0.545,0.783,5.0,62.0,0.0,0.0345,0.00489,0.0,0.132,0.551,174.084,193733.0,1,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,77,0.699,0.529,2.0,87.0,1.0,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,206167.0,1,True,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
79,100,0.647,0.785,7.0,73.0,1.0,0.165,0.0561,0.0,0.148,0.943,160.015,219200.0,3,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,59,0.729,0.675,8.0,77.0,1.0,0.0312,0.175,1.58e-06,0.55,0.779,119.968,245867.0,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,87,0.687,0.702,7.0,72.0,0.0,0.0455,0.0064,4.35e-05,0.204,0.284,129.956,214840.0,5,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,70,0.825,0.575,11.0,68.0,1.0,0.0633,0.025,9.94e-06,0.205,0.65,153.954,299960.0,2,False,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0
77,66,0.543,0.485,8.0,83.0,1.0,0.0305,0.558,0.0,0.12,0.371,136.961,223840.0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,84,0.544,0.915,8.0,53.0,1.0,0.0841,0.129,0.000914,0.115,0.51,126.094,184280.0,4,False,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1
77,71,0.879,0.565,11.0,94.0,1.0,0.037,0.412,0.000239,0.0798,0.685,114.009,313627.0,1,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
77,77,0.439,0.153,1.0,95.0,1.0,0.0479,0.874,0.0,0.107,0.104,116.76,287693.0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,77,0.61,0.893,9.0,56.0,1.0,0.0921,0.154,4.41e-05,0.021,0.673,104.031,296520.0,3,False,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
